cod_mpio,nombre,departamento,subregion_pdet,area_km2,n_google,n_microsoft,area_google_m2,area_ms_m2,densidad_google,densidad_ms
81065,ARAUQUITA,ARAUCA,ARAUCA,3103.1791263200003,35086,20152,2935721.1,2604691.79,11.30646945334664,6.493985419365032
81300,FORTUL,ARAUCA,ARAUCA,1180.49344853,15569,8216,1336127.98,1065377.17,13.188552650916591,6.959801437467449
81736,SARAVENA,ARAUCA,ARAUCA,963.835273,25143,12002,2003835.89,2709522.55,26.08640781711669,12.452335306885994
81794,TAME,ARAUCA,ARAUCA,5513.91242324,35959,15941,3200640.92,2573465.35,6.521503651099037,2.891050632725319
86001,MOCOA,PUTUMAYO,PUTUMAYO,1311.29409024,22817,6247,2246981.18,822030.67,17.400368208647926,4.763996151966674
86320,ORITO,PUTUMAYO,PUTUMAYO,1947.74986715,18075,12747,1627330.46,1509971.24,9.279939023406444,6.544474839909373
86568,PUERTO ASÍS,PUTUMAYO,PUTUMAYO,2833.90057284,27574,17451,2666095.79,2709418.92,9.73005202238505,6.157943636855064
86569,PUERTO CAICEDO,PUTUMAYO,PUTUMAYO,931.25997117,7771,5255,691558.46,657717.82,8.34460863837711,5.642892600009228
86571,PUERTO GUZMÁN,PUTUMAYO,PUTUMAYO,4603.53176246,8328,8809,698265.83,950939.28,1.8090458434351602,1.9135308399159852
86573,PUERTO LEGUÍZAMO,PUTUMAYO,PUTUMAYO,10976.47589693,10275,4309,952344.78,600743.65,0.9360927948535654,0.39256679834783587
86757,SAN MIGUEL,PUTUMAYO,PUTUMAYO,381.40530322,12136,6123,926351.52,642277.27,31.819169522663355,16.053788314705645
86865,VALLE DEL GUAMUEZ,PUTUMAYO,PUTUMAYO,818.71324374,16230,10563,1494780.87,1191756.89,19.82379071561005,12.901953255020883
86885,VILLAGARZÓN,PUTUMAYO,PUTUMAYO,1403.6685837,13377,7532,1301083.17,971725.5,9.530027354989237,5.365939002599905
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,MACARENA - GUAVIARE,16873.99228608,32697,15715,3166895.34,2272272.44,1.9377157133687328,0.9313148740125894
95015,CALAMAR,GUAVIARE,MACARENA - GUAVIARE,13633.73386823,5710,1136,523830.98,122569.41,0.4188141014917215,0.08332273542812534
95025,EL RETORNO,GUAVIARE,MACARENA - GUAVIARE,12515.62261934,11338,5361,928854.98,608038.14,0.9059077877979274,0.42834465076598066
95200,MIRAFLORES,GUAVIARE,MACARENA - GUAVIARE,12884.8751984,3671,0,319993.08,0.0,0.2849076877714619,0.0
